150332.67509806887,6705.155457522088,8911.326810753415,10083.162837773662,9299.815317630544,10094.014118299085,7036.783407584825,7329.12499012303,9833.278233411353,9072.179136845642
8351.333086503522,9528.33130077999,9097.321641057035,11044.702976303655,9443.51342241826,11067.959355595876,8199.550678236215,7910.131606175321,7498.826627307918,4403.8009197286865
4927.548790800751,8768.089891788646,6114.653602741689,4907.760473313212,3808.054137833724,5497.106879130882,6772.0333398371695,6794.258245889653,7732.485077640827,8470.377782882804
4876.980794290783,10323.312430534008,9251.079954935944,5208.9704100393665,5748.143726564745,8851.400660070345,6563.4301103955,6596.428092269628,6485.243132092405,8037.864338874922
4735.157064706925,8345.464955248755,6175.638528616492,9439.662190854875,6645.892771173206,5437.84189436442,5808.984948863704,7936.793873404325,4268.112961674744,6552.367320574825
4969.149537769318,7256.174063536079,4819.227952088836,6176.191191651899,4337.050010650606,6437.099450220933,5450.151147352899,6852.696268467665,7641.954463382826,6413.9957313563
6819.880607882638,7693.297523404234,5941.057186616396,4759.685847488157,7174.2176405544815,8650.244206713709,8696.862350890575,9383.836175634127,6642.306514960629,6320.112615177019
8693.786509030926,6635.098524911481,6698.120188333203,5170.171213083362,5562.5459248628495,7273.823885469519,10564.88538318256,6371.970636948169,9652.534060036154,6367.517540307493
6793.9800543055135,9279.395501784084,7175.963053249629,5498.507305373788,8113.719078400809,8537.986255753265,8786.074961110151,9660.424308849522,8536.603177857132,12411.443083429645
8860.05717000901,10367.676939781544,12461.26865993907,7554.893763661133,11337.03919055975,11655.649023146005,12041.93132076656,6024.3844636130925,9520.315468683235,11394.211065739046
6184.330260436415,9554.241740275695,14120.909661662947,11330.718819936375,11433.483794193786,9423.749399489623,15801.02507919562,14268.48700735441,15341.925632956483,16929.23344592173
14011.30523294802,17653.53746677808,15187.252933466356,8080.00436046754,14018.817975283571,14601.851497411131,20311.557228838516,22547.27059321052,16235.247503888175,20573.683902489076
15091.930481841206,16376.368683333232,20689.9794251104,9535.083668835203,19314.937686560897,28971.208131757463,30082.549303121763,8422.593337767015,13244.9010332939,13245.8165641378
10404.896112034636,13392.212154383966,13306.120256677985,18933.27889210348,11211.44798509567,22505.089093601884,21425.90183462086,19274.624154674868,12605.762490686408,20775.58523270713
15029.133891951895,20336.969971225455,19137.629977656205,17332.17763555214,16703.35083497409,16209.537017643592,18818.786686207502,11993.056024680276,11975.754445088221,22576.89898926222
10344.789566350402,19382.88391653726,23694.839783079762,19998.30336091776,20468.079388894716,18011.0115854942,22069.151131007315,26400.54280209454,24442.787541668735,17842.9037085609
27581.15254526057,23474.588826263436,14290.935403179103,23638.433752213965,16189.54517785412,25796.583539416966,20046.030732127954,11682.065053270164,13012.56617102837,18275.79869223552
12475.20932290639,14610.965024203599,17015.222190634635,19010.19176532959,15331.69472631833,19571.586431422384,20389.81423138837,11251.757207617271,21554.435791732554,22321.791390168135
16007.673917412501,20248.462503377847,21409.968032917062,15638.051395983546,17690.977878029033,15206.450747561385,12037.222552521964,12186.95902285981,11925.61620629632,30649.88935113116
8180.579880910606,22362.14766096638,32164.9770779496,22433.64353745576,8683.978765265272,17896.50707190495,18544.78152429998,17392.97888593673,22951.39128841717,19717.62115399996
15647.072928403417,26105.239584532348,12869.388910056921,16814.337833485417,9571.11192852032,14663.65761626012,15909.305194500763,15664.05866381251,13418.271342185813,14155.075168714342
13325.582376943197,16580.91072222697,9282.82714238319,12040.056958927607,12448.86371170165,12653.492922365449,9932.703184212962,8176.138175551931,8321.00158136969,10491.403736994462
7292.91797038656,9670.767849263402,9879.130707689374,11868.05302420925,10173.597104524057,10739.50786628717,11943.859029364306,6505.632256741074,9671.05868539295,9701.822951104843
9561.773577841268,8571.50475402677,9753.70349382769,5976.223705380785,7382.861117963775,7227.570482869763,7260.479627844965,8760.524049674588,6019.746587421753,11426.427877898152
7593.755421979012,6657.27795085466,10425.991791653925,6172.559793400672,4615.568564777547,7396.465982954156,5767.663603053213,8116.992647874711,9990.484665065384,7443.656303142078
9479.415539361487,9460.29385421111,8390.609417577389,8508.251585074491,4786.032268899508,5129.937859752088,7176.672991165106,7994.6585591936055,5501.797504767951,5934.856668272441
7757.83947408744,4938.176761177328,5895.0014237352525,6411.56970061296,6579.873859808012,4240.150517045228,6697.027032079531,4600.022115013763,7408.415975489258,6235.018951270787
5540.831357154887,7534.601124340833,4524.104204007911,7851.714720031155,8697.645422481191,6037.904991710638,8000.166054514421,6255.371288777448,6967.271912235185,5654.216648446639
4122.172006960006,8208.41810349605,7863.081605611072,7797.910393636951,4985.005024230062,8076.093493139433,9898.940245050837,5468.833746078042,6968.433804084604,6346.934797221043
4082.997063936475,5948.038399638277,7260.112044739576,5278.42950213392,4700.8937328774,5614.670190151913,6540.848482881625,6416.605851587558,8439.640213077435,9856.06805812341
6022.600749571823,8859.705764303772,10777.128297724854,8621.5382059984,10539.14724561075,10054.560254297738,9847.063608688726,8819.38712934221,7970.294064116199,6220.548696525239
