7,12,894,18,1,374,1023,936
9,11,894,16,1,0,0,71
9,10,891,15,6,33,108,167
9,12,891,15,4,375,1023,919
7,13,893,17,4,19,0,148
5,12,893,17,5,82,255,268
6,12,891,19,0,372,1023,934
8,12,893,17,2,0,0,70
11,12,892,18,1,30,101,163
7,12,891,19,1,374,1023,935
9,12,894,16,2,0,0,71
9,11,894,16,1,30,99,157
11,13,893,18,0,358,1023,890
6,12,893,17,2,23,0,156
7,16,894,16,4,79,239,258
8,12,890,19,0,371,1023,929
6,12,890,19,1,0,0,72
11,12,892,19,2,24,88,149
7,15,892,17,2,370,1023,912
6,17,890,15,1,27,6,160
9,11,892,19,0,76,231,250
6,13,890,17,2,371,1023,925
8,11,890,19,0,0,0,73
8,12,892,17,0,20,77,142
9,12,891,19,2,351,1023,872
8,12,889,17,2,128,325,379
11,12,891,19,0,184,569,497
9,12,891,16,1,341,972,855
8,12,894,16,2,32,108,168
6,14,893,17,3,368,1023,920
11,12,892,19,0,16,0,147
8,13,892,17,3,134,423,395
8,13,894,18,0,362,1023,916
9,12,894,16,2,0,0,68
6,13,892,17,2,134,419,394
7,12,892,16,2,359,1023,920
8,14,889,17,2,0,0,66
7,12,890,19,1,133,411,394
9,12,890,18,2,360,1023,926
9,13,890,15,3,0,0,71
8,12,891,16,2,128,406,396
6,14,890,18,0,357,1023,931
9,13,889,17,2,0,0,70
8,14,891,19,0,136,398,393
7,13,893,15,5,364,1023,933
6,15,889,17,0,0,0,69
9,10,889,19,0,129,394,390
5,12,890,19,3,359,1023,938
8,12,891,16,2,0,0,68
11,12,889,18,0,128,391,391
8,12,888,16,2,355,1018,919
8,13,890,19,2,31,116,191
8,12,893,18,3,368,1023,941
7,14,892,18,2,21,0,162
7,13,890,15,3,90,256,288
5,16,890,17,2,371,1023,952
8,14,891,18,3,0,0,87
5,16,890,17,0,28,106,179
6,13,892,16,2,362,1023,931
7,13,889,17,0,15,0,163
8,12,889,17,3,74,249,276
7,12,891,17,2,362,1023,943
7,13,891,17,0,0,0,79
8,12,893,16,2,23,100,166
9,12,889,17,2,362,1023,924
8,13,892,17,2,18,0,160
6,13,888,19,0,76,243,264
5,12,888,19,0,368,1023,937
9,12,888,15,3,0,0,79
4,12,888,19,0,22,88,157
4,12,890,18,3,352,1023,891
6,16,891,15,2,123,304,373
9,10,889,19,0,189,582,517
9,13,888,17,4,355,1016,907
